id	address	about	review_name	review_stars	review_count	property_amenities	room_features	room_types	good_to_know
37	Via del Lodano, 55, 57020 Sassetta Italy	Campo di Carlo is situatedin the Province of Livorno, approximately 5 km from Sassetta and 16 km from the sea of the Etruscan Riviera Tuscany. Cristina have completely restored their antique stone farmhouse, with 8 bedrooms, each with private bathroom. In the morning, we prepare a rich breakfast buffet, composed of bread, toast, cereals, eggs, butter, jam, ham and salami, cheese, coffee, fresh fruits, fruit juices etc.During the colder months, guests can have breakfast in the breakfast room, whereas during the summer months, guests do usually have breakfast outside.	Excellent	4.5	138 reviews	Free parking Free High Speed Internet (WiFi) Pool Coffee shop Bicycle rental Hiking Kids' outdoor play equipment Pets Allowed ( Dog / Pet Friendly ) Paid private parking on-site Parking Wifi Pool with view Outdoor pool Breakfast buffet Kid-friendly buffet Darts Table tennis Board games / puzzles Spa Hot spring bath BBQ facilities Non-smoking hotel Shared kitchen Sun loungers / beach chairs Sun umbrellas ATM on site Express check-in / check-out	Air conditioning Desk Minibar Refrigerator Bath / shower Complimentary toiletries Hair dryer	Non-smoking rooms Family rooms	HOTEL CLASS 3.0 of 5 stars HOTEL STYLE Mid-range Romantic Languages Spoken English, German, Italian
38	Carretera Progreso Telchac Km 11.5, Chicxulub Puerto, Chicxulub Municipality 97330 Mexico					Free parking Free High Speed Internet (WiFi) Internet Pool Beach	Air conditioning Refrigerator		
39	Greate Pierwei 9, 8821 LV Kimswerd The Netherlands	Situated in Kimswerd and within 30 km of Holland Casino Leeuwarden, Hotel Greate Pier has a terrace, non-smoking rooms, and free WiFi throughout the property. The property is set 4 km from Harlingen Station, 5.	Excellent	4.5	22 reviews	Free parking Free High Speed Internet (WiFi) Internet Restaurant		Non-smoking rooms	HOTEL STYLE Budget Family Property amenities Free parking Free High Speed Internet (WiFi) Internet Restaurant Room types Non-smoking rooms
40	Piazza Vittorio Veneto, 8, 25010 Vesio Italy	The setting is perfect, it is very nice to enjoy the view from the balcony in the good quality rooms. The breakfast buffet is pretty standard german inspired. The pool area is great where you can enjoy the view over lake garda - we had a fantastic sunny day there :) After 2 weeks of traveling in Italy we have had so much great food to a decent price - so here we were really disapointed. The pizzas are good, but the rest of the food, both half pension + a la carte, we got were very borring/tasteless and way too expensive compared to what we have had at other restaurants around the country. The whole setting around the hotel is very german inspired, and most staf only wanted to speak german, not english. We had a great time, but didn't really felt like we were in Italy - rather in the Austrian alps.	Very good	4.0	149 reviews	Free parking Free High Speed Internet (WiFi) Sauna Pool Free breakfast Bicycle rental Table tennis Children's television networks Street parking Wifi Hot tub Pool / beach towels Outdoor pool Bar / lounge Restaurant Breakfast buffet Vending machine Kids' outdoor play equipment Pets Allowed ( Dog / Pet Friendly ) Spa Facial treatments Hammam Makeup services Massage Pedicure Salon Solarium Steam room Waxing services Baggage storage Convenience store Non-smoking hotel Sun loungers / beach chairs Sun umbrellas	Safe Telephone Bottled water Clothes rack Flatscreen TV Bath / shower Hair dryer	Non-smoking rooms Suites	HOTEL CLASS 3.0 of 5 stars HOTEL STYLE Family Business Languages Spoken English, German, Italian Property amenities Free parking Free High Speed Internet (WiFi) Sauna Pool Free breakfast Bicycle rental Table tennis Children's television networks Street parking Wifi Hot tub Pool / beach towels Outdoor pool Bar / lounge Restaurant Breakfast buffet Vending machine Kids' outdoor play equipment Pets Allowed ( Dog / Pet Friendly ) Spa Facial treatments Hammam Makeup services Massage Pedicure Salon Solarium Steam room Waxing services Baggage storage Convenience store Non-smoking hotel Sun loungers / beach chairs Sun umbrellas Show more Room features Safe Telephone Bottled water Clothes rack Flatscreen TV Bath / shower Hair dryer Room types Non-smoking rooms Suites
41	Golyamo Bukovo, Sredets 8329 Bulgaria					Free parking Pool Restaurant Fishing Children Activities (Kid / Family Friendly) Pets Allowed ( Dog / Pet Friendly ) Meeting rooms BBQ facilities Outdoor pool			
42	Konggangpian Zone, Kunming China	씨트립으로 예약했는데 공항에서 1.2키로라는 말과 저렴한 가격으로 선택했다. 공항에서 1.2키로라는 말을 거짓이다. 최소 10키로 정도 되고 24시간 무료 픽업도 거짓이었다. 4시에 픽업 해달라고 전화했는데 기사가 자고 있어서 안된다고...택시비 100위안주고 택시타고 갔는데 영어가 안되서..하 1-2만원 아끼려다 피곤해졌네요..다음에는 1-2만원 더 주고 편하게 환승할래요..방 상태도..모텔보다 못해요 화장실이 유리로된 샤워부스 형식.. 큰거보면 냄새가 방안에 퍼지고 침대도 영 찝찝해서 여튼 두번은 안가요. 아침에 공항까지는 태워다 주긴해요 늦은 비행기타고 호텔은 택시타고 가야되요 잘생각해보고 결정하세요~	Poor	2.0	1 review	Airport transportation Baggage storage Concierge Shoeshine	Room service		
43	6 The Parade, Tumbarumba, New South Wales 2653 Australia	When I’m staying in a pub I expect noise until after the bar closes. That’s predictable. What wasn’t predictable was that every door lock on every room was stiff and in people getting up to use the bathroom made more racket than a series of car crashes. I’m not exaggerating. We got about an hours sleep. The locks need servicing or better still, replacing. For $50 I’m not going to complain about anything else, as my expectations are always triggered by the tariff price.	Terrible	1.0	1 review				HOTEL STYLE Luxury
44	Via Montarioso 35, 53035, Monteriggioni Italy								
45	No. 10 Old Mahabalipuram Road OMR Toll Plaza, Navalur 600130 India	Discover the city of Chennai with a lean luxe stay experience at Ginger Chennai OMR. The Reimagined GINGER experience brings together the best of an elevated stay experience, combined with impeccable services at affordable prices. Located at a short distance from the airport and railway station, the hotel provides quick access to several corporate hubs, including Siruseri SIPCOT, Pacifica Tech Park, SSPDL Tech Park, ETA Techno Park, as well as many beaches, amusement parks and malls.	Excellent	5.0	106 reviews	Free parking Free High Speed Internet (WiFi) Free breakfast Business Center with Internet Access Meeting rooms 24-hour security 24-hour front desk Dry cleaning Restaurant Breakfast buffet Laundry service	Air conditioning Housekeeping Room service Safe	Non-smoking rooms	HOTEL CLASS 3.0 of 5 stars HOTEL STYLE Business Romantic
46	Crossing of Haishi West Road and Haibin East Road, Penglai China								
47	Secteur du Linga, 74390 Chatel, Abondance France								
48	Tata Power Road Survey No - 78/2, Vaijanath 410201 India	Not at all recommended for day picnic. Very bad approach road. The resort management seems to be least bothered about the approach road. Visitors getting their vehicles beware. The food is also not good. In breakfast they serve only 3 items viz., bread butter, a South indian item and Poha. Also the lunch items were also not at all good. The worst part was high tea in which they again serve bread butter, biscuits, tea-coffee and bhajiyas. The service is so bad that we had to literally wait for half an hour for the pakodas and the pakodas given thereafter were half fried. In the name of activities they have sky cycle, paddle boat, kayaking and swimming. However with limited attendants conducting the activities, activities are conducted on rotation basis i.e. when sky cycle is operated, boating activities are stopped due to shortage of staff conducting the activities. Compared to the cost of Rs 1000 for day picnic, the experience is not at all worth. There are much better options elsewhere at cheaper prices and offering more options with decent food. Not recommended	Terrible	1.0	1 review				
49	Carretera Playa del Carmen-Cancun Km 294 Corasol, Playa del Carmen 77714 Mexico	Exquisite taste and exotic views will capture your heart at Secrets Moxché. Escape into luxury™ in the heart of the Riviera Maya, just a 10-minute drive from Playa del Carmen's famed Quinta Avenida (Fifth Avenue), and indulge with an expansive and unique array of international cuisine. Set on a pristine strip of white sandy beach, all of our 485 lavish suites offer a contemporary experience with an earthy feel including luxurious amenities, stunning views, an in-room rolling bar, all complete with our signature Unlimited-Luxury® experience. Secrets Resorts &amp; Spas are committed to redefining and elevating the all-inclusive experience. With Unlimited-Luxury everything is included with your stay - from best-in-class service and gourmet restaurants and top-shelf drinks to endless day and nighttime activities. Secrets Moxché provides the ultimate backdrop for unparalleled pampering, romantic rendezvous and lasting memories.	Excellent	4.5	2,585 reviews	Free parking Free High Speed Internet (WiFi) Fitness Center with Gym / Workout Room Pool Free breakfast Beach Canoeing Car hire Valet parking Yoga classes Fitness / spa locker rooms Fitness classes Hot tub Pool / beach towels Infinity pool Rooftop pool Pool with view Outdoor pool Heated pool Private pool Shallow end in pool Bar / lounge Coffee shop Restaurant Breakfast buffet Breakfast in the room Complimentary welcome drink Outdoor dining area Special diet menus Wine / champagne Swimup bar Poolside bar Rooftop bar Tennis court Aerobics Bicycle tours Billiards Entertainment staff Evening entertainment Table tennis Nightclub / DJ Taxi service Business Center with Internet Access Conference facilities Banquet room Meeting rooms Spa Body wrap Couples massage Facial treatments Foot massage Full body massage Hand massage Head massage Makeup services Manicure Massage Massage chair Neck massage Open-air bath Pedicure Salon Steam room Adults only Rooftop terrace 24-hour security Baggage storage Concierge Currency exchange Gift shop Outdoor furniture Shops Sun loungers / beach chairs Sun terrace Sun umbrellas ATM on site Butler service Doorperson First aid kit Infirmary Umbrella 24-hour front desk Private check-in / check-out Dry cleaning Laundry service Ironing service	Allergy-free room Blackout curtains Air conditioning Additional bathroom Desk Coffee / tea maker Cable / satellite TV Walk-in shower Soundproof rooms Bathrobes Dining area Housekeeping Private balcony Room service Safe Seating area Sofa Telephone VIP room facilities Wardrobe / closet Bottled water Clothes rack Iron Laptop safe Private bathrooms Tile / marble floor Wake-up service / alarm clock Minibar Flatscreen TV Complimentary toiletries Hair dryer	Ocean view Pool view Bridal suite Non-smoking rooms Suites	HOTEL CLASS 5.0 of 5 stars HOTEL STYLE Business Romantic Languages Spoken English, Spanish
50	20 Avenue Ibn Rochd, Asilah 90050 Morocco	If you’re looking for a hotel in Asilah, look no further than Hotel Azayla. Rooms at Hotel Azayla provide air conditioning and extra long beds, and getting online is easy, with free wifi available. While in Asilah be sure to experience local shrimp favorites at Casa Garcia or La Perle. Looking to explore? Then look no further than Asilah Medina (0.4 mi), Puerto de Assilah (0.5 mi), and Jewish cemetery of Asilah (0.1 mi), which are some popular Asilah attractions – all conveniently located within walking distance of the hotel. The staff at Hotel Azayla looks forward to serving you during your upcoming visit.	Very good	3.5	51 reviews	Free High Speed Internet (WiFi) Wifi	Air conditioning Wake-up service / alarm clock Extra long beds Electric blanket Bath / shower Complimentary toiletries	Non-smoking rooms Family rooms Smoking rooms available	HOTEL CLASS 3.0 of 5 stars HOTEL STYLE Business Family Languages Spoken English, Spanish
